floor,kitchen_area,living_area,rooms,is_apartment,studio,total_area,build_year,building_type_int,latitude,longitude,ceiling_height,flats_count,floors_total,has_elevator,target
2,13.199999809265137,33.70000076293945,2,0,0,60.29999923706055,2002,4,55.56587600708008,37.58035659790039,2.740000009536743,270,17,1,11800000
5,6.0,29.0,2,0,0,44.0,1964,1,55.79423522949219,37.77378845214844,2.4800000190734863,60,5,0,7600000
7,7.300000190734863,18.89999961853028,1,0,0,37.5,2001,4,55.84514617919922,37.36970138549805,2.740000009536743,402,17,1,12200000
10,8.5,19.100000381469727,1,0,0,38.29999923706055,1980,4,55.79534530639648,37.39556121826172,2.640000104904175,382,16,1,7800000
17,10.90999984741211,19.39999961853028,1,0,0,42.09999847412109,2017,2,55.79094314575195,37.47550582885742,2.900000095367432,159,24,1,10489000
5,9.600000381469728,19.5,1,0,0,34.5,1984,0,55.70020294189453,37.81237030029297,2.4800000190734863,95,16,1,7600000
8,6.0,18.0,1,0,0,33.0,1974,4,55.82108688354492,37.868446350097656,2.640000104904175,214,9,1,7300000
4,6.0,38.40999984741211,3,0,0,57.41999816894531,1961,4,55.674842834472656,37.50669479370117,2.640000104904175,80,5,0,15600000
8,0.0,20.0,1,0,0,28.0,1959,1,55.7764778137207,37.598876953125,2.700000047683716,120,8,1,17400000
7,7.0,19.0,1,0,0,33.0,1970,4,55.615047454833984,37.5960578918457,2.700000047683716,283,9,1,10250000
12,8.0,0.0,2,0,0,47.09999847412109,1969,6,55.750484466552734,37.81294631958008,2.640000104904175,84,12,1,10000000
16,10.199999809265137,44.5,3,0,0,81.0,1988,4,55.87458801269531,37.5105094909668,2.640000104904175,128,17,1,19990000
3,6.0,42.0,3,0,0,59.0,1977,4,55.61643600463867,37.749210357666016,2.700000047683716,502,9,1,13400000
8,8.0,19.0,1,0,0,36.0,1968,1,55.714168548583984,37.799407958984375,2.700000047683716,112,14,1,11950000
1,5.300000190734863,17.700000762939453,1,0,0,30.5,1966,4,55.678707122802734,37.66808319091797,2.640000104904175,177,9,1,11000000
3,5.699999809265137,29.600000381469727,2,0,0,44.70000076293945,1969,6,55.728607177734375,37.77509307861328,2.640000104904175,81,12,1,9200000
15,8.0,30.0,2,0,0,51.400001525878906,1984,4,55.6253776550293,37.70610809326172,2.640000104904175,473,17,1,18000000
1,7.0,34.20000076293945,2,0,0,56.70000076293945,1926,1,55.72531127929688,37.569091796875,3.0,64,5,1,16950000
8,6.0,25.0,2,0,0,40.0,1973,6,55.82160949707031,37.5086784362793,2.640000104904175,98,14,1,9200000
6,8.5,20.0,1,0,0,39.0,1981,4,55.88728713989258,37.61492919921875,2.640000104904175,190,12,1,9800000
7,13.199999809265137,33.70000076293945,2,0,0,64.80000305175781,2014,4,55.63931274414063,37.39912033081055,2.75,320,17,1,12600000
9,6.0,37.5,3,0,0,58.0,1970,4,55.83115005493164,37.57177734375,2.640000104904175,345,9,1,13500000
5,10.199999809265137,34.29999923706055,2,0,0,58.0,1991,4,55.606842041015625,37.600685119628906,2.640000104904175,252,22,1,13000000
4,7.0,28.0,2,0,0,49.0,1975,4,55.712039947509766,37.81138229370117,2.5,137,9,1,8500000
7,10.0,31.0,2,0,0,58.0,1997,4,55.68219375610352,37.578739166259766,2.640000104904175,282,14,1,14900000
9,7.0,18.0,1,0,0,33.0,1973,4,55.57967376708984,37.64579772949219,2.640000104904175,500,9,1,5335000
1,7.0,27.0,2,0,0,60.0,1973,4,55.7407341003418,37.64809799194336,2.700000047683716,376,16,1,17895000
3,6.599999904632568,60.5,4,0,0,85.4000015258789,1977,4,55.626407623291016,37.74551773071289,2.700000047683716,383,12,1,16300000
13,0.0,61.59999847412109,3,0,0,89.5999984741211,2017,4,55.66128921508789,37.41293716430664,2.700000047683716,570,25,1,16500000
7,8.0,35.0,2,0,0,45.5,1961,1,55.72563934326172,37.58096694946289,2.650000095367432,140,8,1,20500000
6,7.0,28.299999237060547,2,0,0,44.400001525878906,1960,1,55.72127151489258,37.65388107299805,3.0,96,8,1,11800000
3,10.399999618530272,44.70000076293945,3,0,0,76.80000305175781,2003,4,55.6472053527832,37.49977493286133,2.640000104904175,260,22,1,16850000
10,10.0,32.0,2,0,0,50.0,1970,4,55.8686637878418,37.54826736450195,2.650000095367432,111,16,1,11900000
5,10.0,38.0,2,0,0,57.0,1995,4,55.54943084716797,37.55390930175781,2.640000104904175,306,22,1,10700000
3,5.900000095367432,27.89999961853028,2,0,0,44.29999923706055,1967,4,55.857208251953125,37.50359344482422,2.640000104904175,143,9,1,10500000
2,8.0,37.0,2,0,0,67.0,1961,1,55.85660552978516,37.47008514404297,3.0,115,8,1,23000000
11,8.5,19.0,1,0,0,38.0,2010,4,55.86689376831055,37.552371978759766,2.740000009536743,96,13,1,7500000
2,9.0,31.0,2,0,0,49.0,1981,4,55.70822525024414,37.81925201416016,2.5,264,12,1,9500000
3,10.0,43.09999847412109,3,0,0,71.9000015258789,1992,4,55.56631851196289,37.57195663452149,2.640000104904175,200,17,1,15490000
14,11.199999809265137,17.600000381469727,1,0,0,41.5,1978,4,55.799110412597656,37.58308410644531,2.700000047683716,270,16,1,14999999
8,6.0,28.0,2,0,0,44.20000076293945,1969,4,55.75589370727539,37.831424713134766,2.650000095367432,212,9,1,7100000
4,0.0,35.0,3,0,0,50.0,1977,4,55.59373092651367,37.53826904296875,2.640000104904175,143,9,1,8750000
13,13.0,45.0,3,0,0,75.0,2009,4,55.877098083496094,37.63237762451172,2.740000009536743,392,17,1,13000000
1,6.199999809265137,14.800000190734863,1,0,0,26.5,1963,6,55.64713668823242,37.59931182861328,2.640000104904175,78,5,0,9300000
10,12.0,33.0,2,0,0,54.0,1977,6,55.6054916381836,37.73944854736328,2.4800000190734863,263,12,1,8200000
1,0.0,0.0,1,0,0,43.0,1953,1,55.78981018066406,37.48069763183594,3.0,62,5,1,8700000
2,7.0,27.0,2,0,0,45.0,1973,6,55.7871322631836,37.48002243041992,2.640000104904175,193,14,1,9500000
2,9.0,21.0,1,0,0,40.0,1992,4,55.57853698730469,37.57386779785156,2.640000104904175,182,14,1,8600000
13,10.199999809265137,46.0,3,0,0,75.0,1979,4,55.61004257202149,37.543758392333984,2.700000047683716,255,16,1,13900000
1,8.5,20.0,1,0,0,40.0,1975,4,55.7761116027832,37.8237190246582,2.640000104904175,379,12,1,5600000
7,9.600000381469728,18.5,1,0,0,50.0,2017,2,55.67378234863281,37.4967041015625,2.700000047683716,238,22,1,12500000
4,0.0,0.0,1,0,0,35.0,1966,1,55.78337097167969,37.587181091308594,2.640000104904175,58,9,1,14950000
2,6.0,38.0,3,0,0,56.0,1967,4,55.81264114379883,37.783687591552734,2.640000104904175,76,5,0,9400000
4,9.0,30.299999237060547,2,0,0,54.0,2004,4,55.884857177734375,37.6478271484375,2.740000009536743,275,14,1,9700000
5,6.0,31.0,2,0,0,45.0,1962,4,55.70521926879883,37.758697509765625,2.640000104904175,80,5,0,11990000
5,7.199999809265137,22.5,2,0,0,36.5,1963,6,55.73884582519531,37.42548751831055,2.640000104904175,72,9,1,11499999
4,8.119999885559082,29.43000030517578,2,0,0,50.060001373291016,1988,4,55.63923645019531,37.360294342041016,2.700000047683716,166,14,1,9500000
4,6.0,19.0,1,0,0,32.0,1977,4,55.81331253051758,37.82485961914063,2.640000104904175,214,9,1,7800000
2,14.100000381469728,55.68000030517578,3,0,0,93.3000030517578,2017,2,55.628936767578125,37.34184265136719,3.0,557,9,1,19500000
4,7.0,48.0,3,0,0,60.0,1969,4,55.88098907470703,37.71668243408203,2.640000104904175,427,9,1,10800000
2,13.0,44.0,3,0,0,78.0,2013,4,55.702735900878906,37.925594329833984,2.740000009536743,384,17,1,10199000
3,6.0,29.0,2,0,0,45.0,1966,4,55.63317489624024,37.67137145996094,2.640000104904175,100,5,0,8000000
17,8.0,18.0,1,0,0,38.59999847412109,2017,4,55.59917449951172,37.36436462402344,2.700000047683716,200,17,1,8200000
2,6.0,42.79999923706055,3,0,0,59.0,1972,4,55.740997314453125,37.82889175415039,2.640000104904175,144,9,1,11490000
5,6.5,31.5,2,0,0,46.0,1967,4,55.71089553833008,37.48835754394531,2.640000104904175,120,5,0,10000000
6,10.5,30.799999237060547,2,0,0,58.0,2000,4,55.69937515258789,37.50373840332031,2.700000047683716,335,17,1,12500000
6,6.5,23.799999237060547,2,0,0,38.59999847412109,1965,6,55.71071243286133,37.76758193969727,2.650000095367432,68,9,1,10500000
4,10.0,20.100000381469727,1,0,0,35.20000076293945,1966,4,55.80698394775391,37.813907623291016,2.640000104904175,96,12,1,6500000
4,9.0,37.0,2,0,0,60.0,1960,1,55.67951583862305,37.56533432006836,3.0,146,8,1,14200000
4,6.0,28.0,2,0,0,44.29999923706055,1971,4,55.71831893920898,37.82269287109375,2.640000104904175,215,9,1,7900000
1,8.0,43.0,3,0,0,70.30000305175781,1966,1,55.84742736816406,37.478172302246094,2.4800000190734863,199,5,0,15500000
8,9.0,31.0,2,0,0,51.0,2008,4,55.68627548217773,37.92412185668945,2.640000104904175,130,17,1,9700000
8,9.699999809265137,40.0,3,0,0,69.3499984741211,2012,2,55.724754333496094,37.46731185913086,2.799999952316284,569,25,1,26200000
3,8.399999618530273,37.09999847412109,3,0,0,67.0,1977,4,55.90388107299805,37.58587265014648,2.640000104904175,527,12,1,10600000
2,11.899999618530272,30.39999961853028,2,0,0,55.400001525878906,1997,4,55.99049758911133,37.2110481262207,2.640000104904175,146,7,1,9500000
9,9.899999618530272,19.700000762939453,1,0,0,36.0,1970,6,55.736610412597656,37.4984016418457,2.640000104904175,80,12,1,12000000
5,10.0,32.0,2,0,0,55.0,2014,4,55.8695068359375,37.48188018798828,2.799999952316284,225,19,1,10350000
3,9.399999618530272,20.0,1,0,0,40.0,2017,4,55.931888580322266,37.54462814331055,2.700000047683716,384,19,1,11000000
9,7.300000190734863,19.0,1,0,0,41.0,2012,4,55.70848083496094,37.92586517333984,2.740000009536743,129,17,1,6000000
8,5.8,37.3,3,0,0,56.4,1961,1,55.80342483520508,37.50690078735352,2.700000047683716,218,8,1,13950000
2,8.0,22.0,1,0,0,40.0,2016,4,55.67579650878906,37.4439811706543,2.75,178,23,1,13500000
2,6.800000190734863,27.5,2,0,0,42.5,1960,1,55.81062698364258,37.522735595703125,2.75,150,8,1,10000000
16,11.199999809265137,48.93999862670898,3,0,0,86.16999816894531,2004,4,55.80266571044922,37.569522857666016,2.799999952316284,112,16,1,22422000
1,8.600000381469727,19.600000381469727,1,0,0,39.0,1995,4,55.67217254638672,37.564300537109375,2.640000104904175,450,17,1,7800000
14,8.600000381469727,18.600000381469727,1,0,0,34.5,1997,6,55.82442092895508,37.525638580322266,2.4800000190734863,143,16,1,11100000
3,8.699999809265137,18.700000762939453,1,0,0,32.599998474121094,1966,4,55.80673599243164,37.81131362915039,2.640000104904175,96,12,1,7500000
5,10.0,45.0,3,0,0,80.5,2002,4,55.86370849609375,37.56501388549805,2.740000009536743,320,17,1,15950000
14,8.0,19.200000762939453,1,0,0,37.400001525878906,1996,4,55.636009216308594,37.74244689941406,2.640000104904175,525,17,1,10300000
6,0.0,0.0,3,0,0,48.70000076293945,1966,4,55.79674911499024,37.72392272949219,2.640000104904175,141,9,1,14300000
3,12.0,18.0,1,0,0,40.09999847412109,2002,4,55.77331161499024,37.53996658325195,2.700000047683716,252,17,1,15700000
4,0.0,0.0,2,0,0,36.0,2018,2,55.5919189453125,37.45754623413086,3.0,339,14,1,9800000
7,6.199999809265137,23.799999237060547,2,0,0,37.400001525878906,1967,1,55.79134368896485,37.62954711914063,2.700000047683716,108,9,1,12500000
10,8.0,22.0,1,0,0,38.0,1991,4,55.64447784423828,37.34899520874024,2.700000047683716,252,22,1,6300000
1,5.800000190734863,45.5,4,0,0,61.59999847412109,1971,4,55.60261535644531,37.58452224731445,2.640000104904175,429,9,1,8400000
8,11.100000381469728,30.700000762939453,2,0,0,55.900001525878906,2017,4,55.59917449951172,37.36436462402344,2.700000047683716,200,17,1,13500000
11,9.0,19.0,1,0,0,38.0,2012,4,55.87809753417969,37.51501083374024,2.740000009536743,160,15,1,8500000
6,6.0,19.600000381469727,1,0,0,33.5,1978,4,55.727970123291016,37.63526916503906,2.700000047683716,72,9,1,6500000
10,7.139999866485596,43.83000183105469,3,0,0,63.2599983215332,1972,4,55.60129928588867,37.59797286987305,2.650000095367432,570,12,1,12850000
16,9.0,19.0,1,0,0,38.0,1981,4,55.62504577636719,37.48616790771485,2.640000104904175,191,16,1,10400000
4,6.5,29.0,2,0,0,45.0,1967,4,55.998817443847656,37.20883941650391,2.640000104904175,356,9,1,7000000
1,5.510000228881836,27.93000030517578,2,0,0,41.470001220703125,1971,4,55.81113815307617,37.80869674682617,2.640000104904175,489,9,1,11300000
8,6.0,21.0,1,0,0,34.5,1970,4,55.61994934082031,37.60051345825195,2.640000104904175,214,9,1,9400000
11,10.0,20.0,1,0,0,35.0,1963,4,55.86245727539063,37.46990585327149,2.640000104904175,84,12,1,7800000
5,7.5,22.39999961853028,2,0,0,36.900001525878906,1965,6,55.6345329284668,37.651554107666016,2.640000104904175,70,9,1,9500000
6,10.600000381469728,31.799999237060547,2,0,0,55.79999923706055,1984,4,55.760475158691406,37.40850830078125,2.640000104904175,518,17,1,19500000
16,10.0,35.0,2,0,0,60.0,2011,4,55.58380126953125,37.59128952026367,2.640000104904175,296,20,1,11600000
3,6.0,43.20000076293945,3,0,0,58.0,1980,4,55.89188003540039,37.53334426879883,2.640000104904175,72,9,1,11500000
9,8.100000381469727,17.0,1,0,0,38.0,1967,4,55.71533584594727,37.807315826416016,2.640000104904175,248,9,1,6670000
7,9.0,60.0,3,0,0,83.0,1959,1,55.77997589111328,37.61573028564453,3.0,174,9,1,26000000
1,14.0,50.0,3,0,0,75.0,1958,1,55.71701049804688,37.62369155883789,3.0,108,8,1,18200000
2,6.0,16.0,1,0,0,32.0,1969,4,55.639408111572266,37.52877426147461,2.640000104904175,300,5,0,7100000
1,6.5,51.0,4,0,0,63.0,1965,6,55.694374084472656,37.58063507080078,2.5999999046325684,69,14,1,12500000
12,12.899999618530272,33.79999923706055,2,0,0,60.400001525878906,2013,4,55.70539855957031,37.93697738647461,2.6600000858306885,324,17,1,10200000
8,9.0,36.0,2,0,0,60.0,1974,1,55.64944076538086,37.6120491027832,2.5,196,14,1,18200000
6,9.0,40.29999923706055,2,0,0,67.4000015258789,1971,1,55.79759979248047,37.505165100097656,2.700000047683716,427,16,1,21999000
6,6.5,24.0,2,0,0,39.0,1970,0,55.63338851928711,37.53285217285156,2.640000104904175,98,14,1,11800000
8,6.179999828338623,33.810001373291016,3,0,0,50.93000030517578,1968,4,55.79962158203125,37.81944274902344,2.640000104904175,216,9,1,11000000
8,0.0,0.0,2,0,0,44.4,1970,4,55.8311767578125,37.66285705566406,2.640000104904175,355,9,1,8400000
7,9.0,31.100000381469727,2,0,0,47.29999923706055,1978,4,55.67219543457031,37.720062255859375,2.640000104904175,98,14,1,7800000
2,7.0,53.09999847412109,3,0,0,83.5,1958,1,55.81692886352539,37.71969223022461,3.0,40,5,0,21000000
3,6.400000095367432,20.0,1,0,0,34.5,1967,4,55.856536865234375,37.41545104980469,2.640000104904175,155,5,0,6700000
5,5.699999809265137,35.0,2,0,0,49.0,1967,6,55.6893196105957,37.69190979003906,2.5,120,5,0,11800000
3,7.0,21.0,2,0,0,40.0,1974,4,55.70831298828125,37.4634017944336,2.640000104904175,98,14,1,9900000
1,6.199999809265137,25.700000762939453,2,0,0,40.79999923706055,1965,1,55.7474250793457,37.50983810424805,2.700000047683716,215,9,1,10850000
9,6.0,27.0,2,0,0,38.0,1966,6,55.81011199951172,37.82832717895508,2.640000104904175,92,12,1,9000000
11,9.0,0.0,2,0,0,53.0,1995,4,55.70586395263672,37.480751037597656,2.640000104904175,208,14,1,14600000
8,6.0,15.0,1,0,0,27.4,1997,4,56.00934600830078,37.20625305175781,2.640000104904175,371,12,1,4900000
9,7.0,43.59999847412109,3,0,0,63.400001525878906,1968,4,55.62249755859375,37.652488708496094,2.640000104904175,357,9,1,13990000
6,10.0,45.0,3,0,0,76.0,1998,4,55.53181838989258,37.51689910888672,2.640000104904175,318,17,1,15000000
9,6.0,28.0,2,0,0,45.0,1974,4,55.88896179199219,37.60955047607422,2.640000104904175,283,9,1,8990000
2,10.300000190734863,34.79999923706055,2,0,0,58.59999847412109,2009,4,55.71222305297852,37.39438629150391,2.640000104904175,352,24,1,11100000
9,11.0,33.400001525878906,2,0,0,58.5,2014,2,55.56657409667969,37.48564529418945,3.0,514,15,1,11400000
3,10.0,32.400001525878906,2,0,0,56.59999847412109,1992,4,55.57627487182617,37.581844329833984,2.640000104904175,174,22,1,11500000
13,0.0,0.0,2,0,0,60.20000076293945,1967,4,55.74052047729492,37.58633804321289,2.5999999046325684,320,17,1,21900000
5,8.0,30.5,2,0,0,60.0,1958,1,55.82749938964844,37.526214599609375,3.0,70,5,0,12200000
6,0.0,0.0,2,0,0,60.0,2019,4,55.70429229736328,37.93752670288086,2.740000009536743,320,17,1,7227000
3,9.600000381469728,19.5,1,0,0,34.5,1984,6,55.66741561889648,37.61548614501953,2.4800000190734863,111,16,1,12100000
8,7.0,42.0,3,0,0,62.0,1973,4,55.76891708374024,37.82958221435547,2.640000104904175,382,12,1,13500000
2,9.699999809265137,20.0,1,0,0,35.29999923706055,1969,4,55.63499069213867,37.67422866821289,2.640000104904175,84,12,1,7800000
3,8.0,20.0,1,0,0,33.5,1967,6,55.78130722045898,37.521461486816406,2.640000104904175,84,12,1,8200000
7,0.0,0.0,3,0,0,60.0,1969,4,55.69007110595703,37.7259635925293,2.640000104904175,286,9,1,11500000
3,6.800000190734863,18.89999961853028,1,0,0,32.900001525878906,1971,4,55.71505355834961,37.82769775390625,2.640000104904175,144,9,1,10100000
5,10.020000457763672,34.27000045776367,2,0,0,59.09999847412109,2004,4,55.54537963867188,37.53915786743164,2.640000104904175,384,16,1,13100000
5,5.5,20.0,1,0,0,33.0,1964,0,55.87393569946289,37.5455436706543,2.4800000190734863,119,5,0,6500000
5,6.0,20.0,1,0,0,35.0,1964,6,55.87444686889648,37.5404052734375,2.4800000190734863,80,5,0,6998000
3,6.0,37.0,3,0,0,60.0,1971,4,55.73514938354492,37.83428192138672,2.640000104904175,144,9,1,8800000
14,10.0,45.0,3,0,0,73.80000305175781,1991,4,55.87972640991211,37.560333251953125,2.640000104904175,452,17,1,16100000
10,12.699999809265137,40.70000076293945,2,0,0,90.3000030517578,1980,1,55.664798736572266,37.56069946289063,3.0,139,14,1,28000000
6,9.199999809265137,39.02000045776367,3,0,0,62.119998931884766,1998,4,55.54150390625,37.5754508972168,2.640000104904175,260,14,1,9499000
2,5.5,20.0,1,0,0,32.0,1963,4,55.65044021606445,37.58017349243164,2.4800000190734863,120,5,0,7150000
13,5.0,24.0,1,0,0,40.0,2017,2,55.75495910644531,37.51060104370117,3.0,147,25,1,14500000
9,9.0,17.0,1,0,0,36.0,1994,4,55.49070739746094,37.296417236328125,2.700000047683716,135,17,1,5150000
11,12.0,46.0,3,0,0,76.0,1996,4,55.68305206298828,37.85201644897461,2.640000104904175,212,14,1,16700000
3,6.0,28.0,2,0,0,45.0,1965,4,55.79777145385742,37.73773956298828,2.640000104904175,120,5,0,8750000
6,8.399999618530273,18.89999961853028,1,0,0,37.79999923706055,1992,4,55.70158386230469,37.84176635742188,2.640000104904175,247,17,1,9850000
12,10.100000381469728,52.70000076293945,3,0,0,77.19999694824219,1995,4,55.5454216003418,37.55194854736328,2.640000104904175,420,22,1,16000000
4,7.800000190734863,46.29999923706055,3,0,0,64.80000305175781,1978,4,55.858863830566406,37.511417388916016,2.4800000190734863,104,16,1,12640000
2,5.0,29.0,2,0,0,42.0,1967,1,55.78804397583008,37.46461486816406,2.640000104904175,308,9,1,10000000
8,6.0,27.299999237060547,2,0,0,42.59999847412109,1973,4,55.76980972290039,37.82397079467773,2.640000104904175,429,9,1,10549999
2,6.0,18.0,1,0,0,33.0,1958,1,55.70016098022461,37.74895095825195,3.0,28,5,0,6120000
9,6.699999809265137,29.600000381469727,2,0,0,45.0,1968,4,55.63552474975586,37.51800155639648,2.5,143,9,1,8200000
9,15.0,65.0,4,0,0,110.0,1999,4,55.65515899658203,37.76213073730469,2.640000104904175,152,22,1,17600000
3,10.100000381469728,44.79999923706055,3,0,0,73.80000305175781,1980,4,55.64914321899414,37.724910736083984,2.640000104904175,318,16,1,11250000
9,12.100000381469728,34.400001525878906,2,0,0,65.0,2004,4,55.563926696777344,37.58226013183594,2.75,256,17,1,16400000
2,6.0,22.0,2,0,0,34.0,1967,1,55.80435562133789,37.72414779663086,2.640000104904175,250,9,1,6600000
14,8.699999809265137,32.20000076293945,2,0,0,54.0,2010,4,55.70647048950195,37.91733932495117,2.700000047683716,640,17,1,8900000
8,9.130000114440918,32.119998931884766,2,0,0,54.400001525878906,2001,4,55.5500602722168,37.53266525268555,2.640000104904175,36,9,1,10950000
9,8.5,30.299999237060547,2,0,0,50.70000076293945,1992,4,55.66155242919922,37.55811309814453,2.640000104904175,319,17,1,15350000
1,8.5,30.799999237060547,2,0,0,51.09999847412109,1970,1,55.680137634277344,37.54902267456055,2.700000047683716,112,14,1,10500000
2,8.0,20.0,1,0,0,38.900001525878906,1977,4,55.77485656738281,37.82741165161133,2.640000104904175,381,12,1,8490000
7,8.800000190734863,30.5,2,0,0,51.79999923706055,1986,4,55.63718032836914,37.75292205810547,2.640000104904175,248,14,1,11500000
1,0.0,25.0,2,0,0,53.5,2016,0,55.79977416992188,37.710899353027344,3.0,482,11,0,27400000
7,10.600000381469728,33.70000076293945,2,0,0,62.29999923706055,2017,4,55.724727630615234,37.74306869506836,2.700000047683716,192,17,1,12600000
4,13.0,48.0,3,0,0,78.0,2003,4,55.66796112060547,37.78084182739258,2.740000009536743,390,17,1,13450000
9,12.0,29.0,2,0,0,58.0,2014,2,55.56763458251953,37.48749542236328,3.0,335,16,1,11200000
2,10.0,20.600000381469727,1,0,0,36.09999847412109,1973,4,55.7060546875,37.50497055053711,2.640000104904175,178,9,1,8500000
12,16.0,72.0,3,0,0,88.80000305175781,2018,2,55.784210205078125,37.56266784667969,3.0,329,19,1,20000000
6,11.0,30.600000381469727,2,0,0,55.70000076293945,2017,4,55.599159240722656,37.365821838378906,2.700000047683716,262,17,1,13400000
5,14.0,51.0,3,0,0,78.0,2020,2,55.85081481933594,37.57535171508789,2.799999952316284,307,21,1,12999000
4,0.0,0.0,2,0,0,68.0,1958,1,55.79865264892578,37.56705856323242,3.0,58,5,0,16150000
5,6.5,18.89999961853028,1,0,0,34.79999923706055,1958,1,55.773712158203125,37.52901458740234,3.0,60,5,0,7850000
12,10.699999809265137,59.5,4,0,0,107.0,2016,4,55.59882354736328,37.36019515991211,2.640000104904175,149,25,1,20000000
4,9.899999618530272,19.600000381469727,1,0,0,40.0,1978,6,55.69058990478516,37.45182418823242,2.640000104904175,93,14,1,10500000
1,10.199999809265137,42.900001525878906,3,0,0,71.80000305175781,1988,4,55.63978576660156,37.6123275756836,2.640000104904175,598,17,1,16800000
3,5.5,27.0,2,0,0,41.79999923706055,1964,6,55.655372619628906,37.5821418762207,2.4800000190734863,80,5,0,13500000
3,13.0,38.0,2,0,0,77.0,1979,4,55.67393112182617,37.46559524536133,2.640000104904175,191,14,1,24864000
5,7.099999904632568,22.299999237060547,2,0,0,38.5,1966,4,55.82184600830078,37.57986068725586,2.640000104904175,92,12,1,12000000
1,9.0,40.0,3,0,0,62.0,1976,4,55.89536285400391,37.63066864013672,2.640000104904175,139,9,1,11700000
12,9.5,17.0,1,0,0,43.0,2008,2,55.71482467651367,37.750038146972656,2.700000047683716,240,25,1,8500000
7,11.640000343322754,46.61000061035156,3,0,0,80.8499984741211,2004,4,55.563926696777344,37.58226013183594,2.75,256,17,1,15700000
9,8.600000381469727,30.5,2,0,0,52.09999847412109,1984,4,55.84567642211914,37.45734024047852,2.640000104904175,497,14,1,11500000
2,6.0,21.700000762939453,1,0,0,32.29999923706055,1965,6,55.8710823059082,37.555625915527344,2.640000104904175,72,9,1,6180000
14,11.300000190734863,36.0,2,0,0,73.5,2003,4,55.65778350830078,37.56965637207031,2.799999952316284,444,16,1,22000000
2,6.0,20.600000381469727,1,0,0,36.0,1972,4,55.70990753173828,37.8545036315918,2.640000104904175,215,9,1,5600000
1,9.899999618530272,19.89999961853028,1,0,0,35.099998474121094,1965,6,55.71177291870117,37.7579231262207,2.640000104904175,96,12,1,6345000
2,0.0,37.70000076293945,3,0,0,57.70000076293945,1969,4,55.77456283569336,37.48903274536133,2.640000104904175,143,9,1,15200000
7,13.0,48.0,3,0,0,76.5,2002,4,55.662208557128906,37.47556686401367,2.640000104904175,269,17,1,17600000
7,6.0,43.09999847412109,3,0,0,59.70000076293945,1972,4,55.73673248291016,37.82451629638672,2.640000104904175,144,9,1,9500000
11,0.0,0.0,1,0,0,40.0,1981,4,55.86928939819336,37.63296890258789,2.640000104904175,191,12,1,7000000
6,6.0,20.0,1,0,0,31.39999961853028,1962,4,55.7050666809082,37.76361083984375,2.640000104904175,72,9,1,8000000
15,7.800000190734863,46.29999923706055,3,0,0,64.5,1982,4,55.879127502441406,37.64886093139648,2.4800000190734863,111,16,1,12199000
7,8.5,21.0,1,0,0,39.0,1988,4,55.63664245605469,37.36214447021485,2.640000104904175,222,14,1,10000000
13,12.899999618530272,44.79999923706055,3,0,0,76.30000305175781,2002,4,55.74636459350586,37.76766204833984,2.640000104904175,329,17,1,15500000
6,0.0,46.0,3,0,0,75.0,2006,4,55.87385940551758,37.48614883422852,2.640000104904175,128,17,1,15000000
7,9.0,32.0,2,0,0,52.400001525878906,1978,4,55.63975524902344,37.50630569458008,2.640000104904175,240,16,1,11350000
10,11.0,35.0,2,0,0,71.0,2010,2,55.59586334228516,37.34467315673828,2.650000095367432,368,17,1,9900000
9,8.0,43.0,3,0,0,65.0,1957,1,55.7375602722168,37.5163688659668,3.0,92,11,1,25000000
6,13.800000190734863,20.600000381469727,1,0,0,51.70000076293945,2010,4,55.647090911865234,37.503074645996094,2.700000047683716,416,16,1,12800000
6,15.0,65.0,3,0,0,119.0,1999,2,55.83711624145508,37.3554801940918,3.0,32,9,1,20500000
4,11.0,31.0,2,0,0,57.0,1996,4,55.85552215576172,37.35963821411133,2.75,208,16,1,12400000
8,6.0,19.0,1,0,0,31.0,1965,1,55.878787994384766,37.626502990722656,2.640000104904175,96,8,1,7800000
3,6.0,24.0,2,0,0,44.0,1971,4,55.71988677978516,37.82826232910156,2.640000104904175,430,9,1,9990000
9,3.0,14.399999618530272,1,0,0,22.5,1972,1,55.88644790649414,37.66256713867188,2.640000104904175,160,9,1,7190000
1,5.28000020980835,28.32999992370605,2,0,0,43.0,1963,1,55.71670150756836,37.79045486450195,2.4800000190734863,100,5,0,6700000
6,8.699999809265137,17.850000381469727,1,0,0,39.95000076293945,2010,4,55.712833404541016,37.39812469482422,2.799999952316284,312,14,1,7900000
5,6.0,18.100000381469727,1,0,0,30.299999237060547,1962,1,55.74291229248047,37.75593948364258,2.4800000190734863,76,5,0,7500000
3,11.199999809265137,65.4000015258789,4,0,0,101.6999969482422,2002,4,55.491943359375,37.29952239990234,2.700000047683716,180,16,1,16000000
8,10.100000381469728,45.79999923706055,3,0,0,73.80000305175781,1980,4,55.64532852172852,37.7264289855957,2.640000104904175,318,16,1,16500000
9,6.0,20.799999237060547,1,0,0,34.20000076293945,1973,4,55.57955551147461,37.666133880615234,2.640000104904175,144,9,1,8600000
2,8.300000190734863,30.0,2,0,0,51.0,1997,4,55.633033752441406,37.7446403503418,2.700000047683716,520,17,1,9199990
1,6.0,17.0,1,0,0,30.0,1969,4,55.6401252746582,37.540470123291016,2.640000104904175,120,5,0,6200000
